,state_code,county_code,site_num,parameter_code,poc,latitude,longitude,datum,parameter_name,sample_duration,pollutant_standard,metric_used,method_name,year,units_of_measure,event_type,observation_count,observation_percent,completeness_indicator,valid_day_count,required_day_count,exceptional_data_count,null_data_count,primary_exceedance_count,secondary_exceedance_count,certification_indicator,num_obs_below_mdl,arithmetic_mean,arithmetic_standard_dev,first_max_value,first_max_datetime,second_max_value,second_max_datetime,third_max_value,third_max_datetime,fourth_max_value,fourth_max_datetime,first_max_non_overlapping_value,first_no_max_datetime,second_max_non_overlapping_value,second_no_max_datetime,ninety_nine_percentile,ninety_eight_percentile,ninety_five_percentile,ninety_percentile,seventy_five_percentile,fifty_percentile,ten_percentile,local_site_name,address,state_name,county_name,city_name,cbsa_name,date_of_last_change
842521,6,1,9,42101,1,37.743065,-122.169935,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2016,Parts per million,No Events,8646,98,Y,353,366,0,0,0.0,0.0,Certified,0,0.337173,0.145076,1.0,19-12-2016 08:00,1.0,19-12-2016 09:00,1.0,19-12-2016 10:00,1.0,30-12-2016 01:00,1.0,19-12-2016 08:00,1.0,30-12-2016 01:00,0.8,0.7,0.6,0.5,0.4,0.3,0.2,Oakland,9925 International Blvd,California,Alameda,Oakland,San Francisco-Oakland-Hayward CA,24-04-2017
842839,4,19,1011,42101,1,32.204411,-110.878067,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2012,Parts per million,No Events,8729,99,Y,361,366,0,0,0.0,0.0,Requested but not yet concurred,0,0.178119,0.112366,1.0,01-01-2012 05:00,1.0,20-01-2012 23:00,1.0,21-01-2012 00:00,0.9,20-01-2012 22:00,1.0,01-01-2012 05:00,1.0,20-01-2012 23:00,0.6,0.5,0.4,0.3,0.2,0.1,0.1,22ND & CRAYCROFT,1237 S. BEVERLY  TUCSON,Arizona,Pima,Tucson,Tucson AZ,08-04-2016
843429,47,157,24,42101,1,35.151194,-90.041559,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1998,Parts per million,No Events,8704,99,Y,364,365,0,0,0.0,0.0,Certified,0,0.933835,0.610881,5.6,27-10-1998 01:00,5.6,27-10-1998 02:00,5.5,27-10-1998 03:00,5.3,27-10-1998 00:00,5.6,27-10-1998 01:00,5.1,26-10-1998 01:00,3.6,3.0,2.0,1.5,1.1,0.8,0.4,Alabama Ave. Station,416 ALABAMA AVENUE,Tennessee,Shelby,Memphis,Memphis TN-MS-AR,15-04-2016
844140,39,35,66,42101,1,41.462831,-81.580125,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2001,Parts per million,No Events,8466,97,Y,349,365,0,0,0.0,0.0,Certification not required,0,0.436712,0.243491,2.6,11-12-2001 09:00,2.6,11-12-2001 10:00,2.4,11-12-2001 11:00,2.3,11-12-2001 08:00,2.6,11-12-2001 09:00,2.2,11-12-2001 01:00,1.2,1.1,0.9,0.7,0.5,0.4,0.2,LOCATED AT WEST EMD PF SCHOOL PROPERTY,3500 EAST,Ohio,Cuyahoga,Cleveland,Cleveland-Elyria OH,14-04-2016
846267,29,510,86,42101,1,38.673221,-90.239166,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2004,Parts per million,No Events,8739,99,Y,364,366,0,0,0.0,0.0,Certification not required,0,0.490022,0.311669,3.3,06-10-2004 02:00,3.3,06-10-2004 04:00,3.2,06-10-2004 03:00,3.1,06-10-2004 01:00,3.3,06-10-2004 02:00,2.8,06-11-2004 23:00,1.6,1.3,1.0,0.8,0.6,0.4,0.2,MARGARETTA CATEGORY B CORE SLAM PM2.5.,MARGARETTA: 4520 Margaretta St. Louis MO 63115,Missouri,St. Louis City,St. Louis,St. Louis MO-IL,13-04-2016
848470,50,21,2,42101,1,43.608056,-72.982778,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1994,Parts per million,No Events,5835,67,Y,240,365,0,0,0.0,0.0,Certified,0,0.774807,0.547625,4.1,20-02-1994 00:00,4.1,22-12-1994 23:00,4.0,19-02-1994 23:00,4.0,22-12-1994 22:00,4.1,20-02-1994 00:00,4.1,22-12-1994 23:00,2.6,2.3,1.9,1.5,1.0,0.6,0.3,State of Vermont District Court Parking Lot,96 STATE STREET Rutland Vermont,Vermont,Rutland,Rutland,Rutland VT,27-04-2016
848986,6,83,4003,42101,1,34.596095,-120.631282,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2005,Parts per million,No Events,8330,95,Y,358,365,0,0,0.0,0.0,Requested but denied,0,0.037587,0.069474,0.7,20-01-2005 17:00,0.7,20-01-2005 18:00,0.7,20-01-2005 19:00,0.7,20-01-2005 20:00,0.7,20-01-2005 17:00,0.6,15-01-2005 17:00,0.3,0.2,0.1,0.1,0.1,0.0,0.0,VAFB South Base,STS POWER PLANT VANDENBERG AFB,California,Santa Barbara,Vandenberg Air Force Base,Santa Maria-Santa Barbara CA,21-04-2016
851328,51,510,9,42101,1,38.810403,-77.04435,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2004,Parts per million,No Events,8676,99,Y,362,366,0,0,0.0,0.0,Certified,0,0.349043,0.302585,2.0,01-03-2004 03:00,2.0,01-03-2004 04:00,2.0,22-12-2004 06:00,2.0,22-12-2004 07:00,2.0,01-03-2004 03:00,2.0,22-12-2004 06:00,1.4,1.2,0.9,0.7,0.5,0.3,0.0,Alexandria Health Dept.,517 N SAINT ASAPH ST ALEXANDRIA HEALTH,Virginia,Alexandria City,Alexandria,Washington-Arlington-Alexandria DC-VA-MD-WV,14-04-2016
855309,51,760,24,42101,1,37.5626,-77.465,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2004,Parts per million,No Events,8685,99,Y,361,366,0,0,0.0,0.0,Certified,0,0.392838,0.274721,2.3,18-11-2004 00:00,2.3,18-11-2004 01:00,2.2,17-11-2004 23:00,2.2,18-11-2004 02:00,2.3,18-11-2004 00:00,2.1,15-11-2004 23:00,1.3,1.1,0.8,0.7,0.5,0.4,0.0,Science Museum of Virginia,158-W SCIENCE MUSEUM OF VA DMV & LEIGH STREETS,Virginia,Richmond City,Richmond,Richmond VA,14-04-2016
862256,17,31,63,42101,1,41.877682,-87.635027,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2003,Parts per million,No Events,8620,98,Y,359,365,0,0,0.0,0.0,Certified,0,0.542912,0.262083,2.4,11-04-2003 05:00,2.4,11-04-2003 06:00,2.3,11-04-2003 07:00,2.2,28-01-2003 20:00,2.4,11-04-2003 05:00,2.2,28-01-2003 20:00,1.4,1.2,1.0,0.9,0.7,0.5,0.3,CTA BUILDING,321 S. FRANKLIN,Illinois,Cook,Chicago,Chicago-Naperville-Elgin IL-IN-WI,20-04-2016
862951,48,29,46,42101,1,29.426944,-98.486389,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2008,Parts per million,No Events,8703,99,Y,359,366,0,0,0.0,0.0,Certification not required,0,0.233919,0.19551,2.7,06-05-2008 00:00,2.7,06-05-2008 01:00,2.7,06-05-2008 02:00,2.6,09-05-2008 02:00,2.7,06-05-2008 00:00,2.6,09-05-2008 02:00,0.8,0.7,0.6,0.5,0.3,0.2,0.1,SAN ANTONIO DOWNTOWN  CAMS 27,615 EAST HOUSTON STREET,Texas,Bexar,San Antonio,San Antonio-New Braunfels TX,11-04-2016
864109,55,79,44,42101,1,43.092789,-88.005644,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1993,Parts per million,No Events,8724,100,Y,364,365,0,0,0.0,0.0,Certified,0,0.864305,0.610481,6.0,20-01-1993 00:00,6.0,20-01-1993 08:00,5.9,20-01-1993 01:00,5.8,19-01-1993 23:00,6.0,20-01-1993 00:00,6.0,20-01-1993 08:00,2.8,2.4,2.0,1.6,1.2,0.7,0.3,APPLETON AVE,7528 W. APPLETON AVE.,Wisconsin,Milwaukee,Milwaukee,Milwaukee-Waukesha-West Allis WI,27-04-2016
870709,11,1,41,42101,1,38.895572,-76.958072,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2008,Parts per million,No Events,8749,100,Y,364,366,0,0,0.0,0.0,Certification not required,0,1.22758,0.535512,3.2,31-10-2008 09:00,3.1,31-10-2008 08:00,3.1,24-11-2008 08:00,3.1,24-11-2008 09:00,3.2,31-10-2008 09:00,3.1,24-11-2008 08:00,2.6,2.5,2.3,2.1,1.5,1.1,0.7,RIVER TERRACE,420 34th Street N.E.Washington DC 20019,District Of Columbia,District of Columbia,Washington,Washington-Arlington-Alexandria DC-VA-MD-WV,11-04-2016
877431,6,37,6012,42101,1,34.38344,-118.5284,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2010,Parts per million,No Events,8470,97,Y,337,365,0,0,0.0,0.0,Certification not required,0,0.205277,0.138363,1.1,03-12-2010 23:00,1.1,04-12-2010 00:00,1.1,04-12-2010 01:00,1.1,04-12-2010 02:00,1.1,03-12-2010 23:00,1.0,03-12-2010 09:00,0.7,0.6,0.4,0.4,0.3,0.2,0.1,Santa Clarita,22224 PLACERITA CANYON RD SANTA CLARITA,California,Los Angeles,Santa Clarita,Los Angeles-Long Beach-Anaheim CA,17-05-2016
879197,48,201,1039,42101,1,29.670025,-95.128508,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2007,Parts per million,No Events,8169,93,Y,332,365,0,0,0.0,0.0,Certification not required,0,0.302669,0.129037,1.6,26-01-2007 06:00,1.6,26-01-2007 07:00,1.5,26-01-2007 05:00,1.5,26-01-2007 08:00,1.6,26-01-2007 06:00,1.2,26-01-2007 10:00,0.7,0.7,0.5,0.4,0.4,0.3,0.2,Houston Deer Park #2,4514 1/2 Durant St,Texas,Harris,Deer Park,Houston-The Woodlands-Sugar Land TX,12-04-2016
887218,48,141,53,42101,1,31.758532,-106.501045,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2006,Parts per million,No Events,8607,98,Y,355,365,0,0,0.0,0.0,Requested but denied,0,0.578273,0.413456,3.9,26-11-2006 00:00,3.9,26-11-2006 01:00,3.9,26-11-2006 02:00,3.8,25-11-2006 23:00,3.9,26-11-2006 00:00,3.7,18-11-2006 08:00,2.2,1.9,1.4,1.1,0.7,0.4,0.3,El Paso Sun Metro,700 West San Francisco Ave,Texas,El Paso,El Paso,El Paso TX,13-04-2016
889789,6,59,7,42101,1,33.83062,-117.93845,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2010,Parts per million,No Events,8404,96,Y,342,365,0,0,0.0,0.0,Certification not required,0,0.44787,0.279931,2.0,03-11-2010 08:00,2.0,03-11-2010 09:00,1.9,08-01-2010 10:00,1.9,08-01-2010 11:00,2.0,03-11-2010 08:00,1.9,08-01-2010 10:00,1.5,1.3,1.0,0.8,0.5,0.4,0.2,Anaheim,1630 W. PAMPAS LANE,California,Orange,Anaheim,Los Angeles-Long Beach-Anaheim CA,10-04-2016
893371,39,135,1001,42101,1,39.83562,-84.72049,NAD83,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2013,Parts per million,No Events,7635,87,Y,311,365,0,0,0.0,0.0,Certification not required,0,0.167413,0.056014,0.5,28-10-2013 05:00,0.5,28-10-2013 06:00,0.5,28-10-2013 07:00,0.5,28-10-2013 08:00,0.5,28-10-2013 05:00,0.4,02-01-2013 10:00,0.3,0.3,0.2,0.2,0.2,0.2,0.1,NATIONAL TRAIL SCHOOL,6940 OXFORD GETTYSBURG RD.,Ohio,Preble,New Paris,Dayton OH,08-04-2016
893822,20,173,10,42101,1,37.702066,-97.314847,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1987,Parts per million,No Events,8627,98,Y,358,365,0,0,0.0,0.0,Certified,0,0.681569,0.550097,7.5,20-11-1987 01:00,7.3,20-11-1987 00:00,7.0,20-11-1987 02:00,6.6,19-11-1987 23:00,7.5,20-11-1987 01:00,6.2,12-02-1987 02:00,3.5,2.8,1.6,1.0,0.6,0.5,0.5,WICHITA HD,HEALTH DEPT. 1900 EAST 9TH ST.,Kansas,Sedgwick,Wichita,Wichita KS,22-04-2015
895436,1,73,2059,42101,1,33.521427,-86.844112,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2017,Parts per million,No Events,2496,28,Y,96,365,0,0,0.0,0.0,Certification not required,0,0.355609,0.159987,1.1,14-01-2017 05:00,1.1,14-01-2017 06:00,1.1,15-01-2017 00:00,1.1,15-01-2017 01:00,1.1,14-01-2017 05:00,1.1,15-01-2017 00:00,0.9,0.8,0.7,0.6,0.4,0.3,0.2,Arkadelphia/Near Road,1110 5th Street West Birmingham AL 35204,Alabama,Jefferson,Birmingham,Birmingham-Hoover AL,10-05-2017
895920,4,13,13,42101,1,33.405323,-112.074036,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1996,Parts per million,No Events,8578,98,Y,354,366,0,0,0.0,0.0,Certification not required,0,1.19768,0.835656,5.2,12-01-1996 09:00,5.1,19-12-1996 12:00,5.0,12-01-1996 08:00,4.9,12-01-1996 10:00,5.2,12-01-1996 09:00,5.1,19-12-1996 12:00,3.9,3.5,3.0,2.4,1.6,0.9,0.4,Old South Phoenix Site,4732 S CENTRAL AVE-SOUTH PHOENIX STATION,Arizona,Maricopa,Phoenix,Phoenix-Mesa-Scottsdale AZ,22-04-2016
896282,32,31,16,42101,1,39.525083,-119.807717,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2010,Parts per million,No Events,8504,97,Y,354,365,0,0,0.0,0.0,Certification not required,0,0.133443,0.198361,1.9,01-12-2010 12:00,1.9,01-12-2010 13:00,1.8,05-01-2010 11:00,1.8,05-01-2010 12:00,1.9,01-12-2010 12:00,1.8,05-01-2010 11:00,1.1,0.8,0.5,0.3,0.1,0.1,0.0,Reno3,301 A STATE STREET RENO NV 89502,Nevada,Washoe,Reno,Reno NV,10-04-2016
898130,39,153,22,42101,1,41.080266,-81.516228,NAD83,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2005,Parts per million,No Events,8519,97,Y,355,365,0,0,0.0,0.0,Certified,0,0.471687,0.247493,1.9,04-02-2005 17:00,1.9,04-02-2005 18:00,1.8,04-02-2005 19:00,1.7,31-01-2005 13:00,1.9,04-02-2005 17:00,1.7,31-01-2005 13:00,1.3,1.2,0.9,0.8,0.6,0.4,0.2,WORKSHOP (MORLEY HEALTH BLDG.),177 S. BROADWAY,Ohio,Summit,Akron,Akron OH,20-04-2016
901508,36,93,3,42101,1,42.79901,-73.9389,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1995,Parts per million,No Events,8631,99,Y,360,365,0,0,0.0,0.0,Certified,0,0.401981,0.362976,5.7,14-01-1995 02:00,5.6,14-01-1995 01:00,5.4,14-01-1995 00:00,5.1,14-01-1995 03:00,5.7,14-01-1995 02:00,4.3,14-01-1995 06:00,1.9,1.4,1.0,0.7,0.5,0.3,0.1,SCHENECTADY,MT.PLEASANT HS 1121 FOREST RD.,New York,Schenectady,Schenectady,Albany-Schenectady-Troy NY,27-04-2016
906075,18,97,73,42101,1,39.789486,-86.06085,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1994,Parts per million,No Events,8680,99,Y,361,365,0,0,0.0,0.0,Certified,0,0.43015,0.278892,4.5,21-01-1994 08:00,4.4,21-01-1994 07:00,4.3,21-01-1994 09:00,4.1,21-01-1994 10:00,4.5,21-01-1994 08:00,3.0,21-01-1994 04:00,1.6,1.3,0.9,0.7,0.4,0.3,0.3,Indpls.- E. 16th St.,NAVAL AVIONICS CENTER 6125 E. 16TH ST.,Indiana,Marion,Indianapolis (Remainder),Indianapolis-Carmel-Anderson IN,20-04-2016
907579,48,201,1035,42101,1,29.733726,-95.257593,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2008,Parts per million,No Events,7856,89,Y,321,366,0,0,0.0,0.0,Certification not required,0,0.194437,0.155078,1.5,08-11-2008 07:00,1.5,08-11-2008 08:00,1.4,08-11-2008 06:00,1.4,08-11-2008 09:00,1.5,08-11-2008 07:00,1.3,08-11-2008 10:00,0.8,0.6,0.4,0.3,0.3,0.2,0.0,Clinton,9525 1/2 Clinton Dr,Texas,Harris,Houston,Houston-The Woodlands-Sugar Land TX,11-04-2016
910541,10,3,2004,42101,1,39.739444,-75.558056,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2009,Parts per million,No Events,8511,97,Y,354,365,0,0,0.0,0.0,Certification not required,0,0.286089,0.139923,1.4,23-01-2009 07:00,1.3,23-01-2009 06:00,1.3,09-11-2009 00:00,1.2,23-01-2009 04:00,1.4,23-01-2009 07:00,1.3,09-11-2009 00:00,0.9,0.7,0.5,0.4,0.3,0.3,0.2,MLK  CORNER OF MLK BLVD AND JUSTISON ST,MLK BLVD AND JUSTISON ST.,Delaware,New Castle,Wilmington,Philadelphia-Camden-Wilmington PA-NJ-DE-MD,11-04-2016
911443,26,81,20,42101,1,42.984173,-85.671339,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2007,Parts per million,No Events,6485,74,Y,267,365,0,0,0.0,0.0,Certification not required,0,0.259214,0.123978,1.3,17-01-2007 03:00,1.2,17-01-2007 02:00,1.2,17-01-2007 04:00,1.1,17-01-2007 01:00,1.3,17-01-2007 03:00,1.1,08-03-2007 09:00,0.7,0.6,0.5,0.4,0.3,0.2,0.1,GR-Monroe,1179 MONROE NW,Michigan,Kent,Grand Rapids,Grand Rapids-Wyoming MI,12-04-2016
920822,27,123,44,42101,1,44.955799,-93.16661,NAD83,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1989,Parts per million,No Events,7981,91,Y,330,365,0,0,8.0,8.0,Certified,0,2.088585,1.228471,10.8,20-07-1989 22:00,10.7,20-07-1989 23:00,10.3,24-10-1989 01:00,10.2,20-07-1989 21:00,10.8,20-07-1989 22:00,10.3,24-10-1989 01:00,5.7,5.2,4.4,3.7,2.7,1.9,0.8,University and Snelling,1549 UNIVERSITY AVENUE,Minnesota,Ramsey,St. Paul,Minneapolis-St. Paul-Bloomington MN-WI,04-05-2016
924632,4,13,3003,42101,1,33.47968,-111.91721,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1996,Parts per million,No Events,8727,99,Y,364,366,0,0,0.0,0.0,Certification not required,0,1.044655,0.689063,4.9,06-01-1996 00:00,4.9,10-01-1996 00:00,4.9,10-01-1996 01:00,4.8,06-01-1996 01:00,4.9,06-01-1996 00:00,4.9,10-01-1996 00:00,3.4,3.0,2.5,2.0,1.3,0.8,0.4,SOUTH SCOTTSDALE,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,Phoenix-Mesa-Scottsdale AZ,22-04-2016
928532,4,13,22,42101,1,33.479136,-112.112493,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1996,Parts per million,No Events,4198,48,Y,176,366,0,0,7.0,7.0,Certification not required,0,3.395855,1.671588,10.0,10-01-1996 01:00,10.0,13-01-1996 01:00,9.8,10-01-1996 02:00,9.8,13-01-1996 02:00,10.0,10-01-1996 01:00,10.0,13-01-1996 01:00,8.0,7.6,6.6,5.7,4.4,3.1,1.4,GRAND AVE,27TH AVE/GRAND AVE/THOMAS RDPHOENIX,Arizona,Maricopa,Phoenix,Phoenix-Mesa-Scottsdale AZ,22-04-2016
930533,34,3,5001,42101,1,40.882373,-74.042172,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1999,Parts per million,No Events,8569,98,Y,355,365,0,0,0.0,0.0,Certified,0,0.821893,0.523753,4.9,13-01-1999 00:00,4.9,13-01-1999 01:00,4.6,13-01-1999 02:00,4.5,12-01-1999 23:00,4.9,13-01-1999 00:00,4.4,27-01-1999 01:00,2.9,2.5,1.9,1.4,1.0,0.7,0.4,HACKENSACK,133 RIVER STREET,New Jersey,Bergen,Hackensack,New York-Newark-Jersey City NY-NJ-PA,19-04-2016
934454,48,141,37,42101,1,31.768291,-106.50126,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2006,Parts per million,No Events,8699,99,Y,359,365,0,0,0.0,0.0,Requested but denied,0,0.322888,0.227176,1.9,03-01-2006 02:00,1.9,19-11-2006 00:00,1.8,03-01-2006 01:00,1.8,18-11-2006 23:00,1.9,03-01-2006 02:00,1.9,19-11-2006 00:00,1.2,1.0,0.8,0.6,0.4,0.3,0.1,El Paso UTEP,250 Rim Rd,Texas,El Paso,El Paso,El Paso TX,13-04-2016
945692,53,33,15,42101,1,47.617877,-122.196234,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1995,Parts per million,No Events,8755,100,Y,365,365,0,0,2.0,2.0,Certified,0,1.60771,0.853015,9.7,04-01-1995 23:00,9.7,05-01-1995 00:00,8.8,04-01-1995 22:00,8.6,05-01-1995 01:00,9.7,04-01-1995 23:00,6.4,05-01-1995 03:00,4.6,4.0,3.1,2.6,2.0,1.5,0.7,ECOLOGY SITE,BELLEVUE/752 108 AVE NE,Washington,King,Bellevue,Seattle-Tacoma-Bellevue WA,27-04-2016
946256,39,49,5,42101,1,40.060124,-82.976857,NAD83,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1998,Parts per million,No Events,8592,98,Y,355,365,0,0,0.0,0.0,Certified,0,0.673452,0.39546,4.3,15-12-1998 01:00,4.3,15-12-1998 02:00,4.2,15-12-1998 03:00,4.0,15-12-1998 00:00,4.3,15-12-1998 01:00,3.7,10-12-1998 01:00,2.2,1.8,1.3,1.1,0.8,0.6,0.3,MORSE_RD,1585 MORSE RD.,Ohio,Franklin,Columbus,Columbus OH,15-04-2016
950323,32,31,22,42101,1,39.532004,-119.784982,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1995,Parts per million,No Events,8643,99,Y,359,365,0,0,0.0,0.0,Certified,0,1.565197,0.990763,6.2,29-11-1995 02:00,6.1,29-11-1995 01:00,6.0,11-02-1995 07:00,6.0,08-11-1995 04:00,6.2,29-11-1995 02:00,6.0,11-02-1995 07:00,4.9,4.4,3.6,3.0,2.0,1.2,0.7,Galletti,305 GALLETTI WAY RENO,Nevada,Washoe,Reno,Reno NV,27-04-2016
950527,1,73,1003,42101,1,33.485556,-86.915,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2004,Parts per million,No Events,8762,100,Y,365,366,0,0,0.0,0.0,Certified,0,0.416834,0.491845,4.3,13-01-2004 23:00,4.2,13-01-2004 22:00,4.2,14-01-2004 00:00,3.9,01-01-2004 05:00,4.3,13-01-2004 23:00,3.9,01-01-2004 05:00,2.0,1.7,1.3,1.0,0.7,0.3,0.0,Fairfield,FAIRFIELD PFD 5229 COURT B,Alabama,Jefferson,Fairfield,Birmingham-Hoover AL,13-04-2016
956316,39,35,53,42101,1,41.441532,-81.704453,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2004,Parts per million,No Events,8589,98,Y,358,366,0,0,0.0,0.0,Certified,0,0.550274,0.30653,1.9,31-01-2004 01:00,1.9,31-01-2004 02:00,1.9,19-02-2004 21:00,1.9,19-02-2004 22:00,1.9,31-01-2004 01:00,1.9,19-02-2004 21:00,1.4,1.3,1.1,1.0,0.7,0.5,0.2,PEARL_RD.,4169 PEARL RD.,Ohio,Cuyahoga,Cleveland,Cleveland-Elyria OH,13-04-2016
967266,17,143,36,42101,1,40.700072,-89.613414,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1998,Parts per million,No Events,8391,96,Y,346,365,0,0,0.0,0.0,Certified,0,1.430723,0.832683,6.5,12-12-1998 23:00,6.5,13-12-1998 00:00,6.3,12-12-1998 22:00,6.3,13-12-1998 01:00,6.5,12-12-1998 23:00,5.8,14-02-1998 02:00,3.7,3.4,3.0,2.6,1.9,1.3,0.5,COMMERCIAL BUILDING,1005 N. UNIVERSITY,Illinois,Peoria,Peoria,Peoria IL,15-04-2016
971374,36,67,17,42101,1,43.04257,-76.1433,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1995,Parts per million,No Events,8518,97,Y,352,365,0,0,0.0,0.0,Certified,0,0.694928,0.406874,3.4,11-01-1995 19:00,3.3,11-01-1995 18:00,3.3,11-01-1995 20:00,3.3,11-01-1995 21:00,3.4,11-01-1995 19:00,3.3,30-01-1995 09:00,2.3,2.0,1.5,1.2,0.8,0.6,0.3,SYRACUSE COMS,E.ADAMS STREET AND ROUTE 81,New York,Onondaga,Syracuse,Syracuse NY,27-04-2016
